"","rank","population","region","subregion","country","iso_code","date","total_vaccinations","people_vaccinated","people_fully_vaccinated","daily_vaccinations_raw","daily_vaccinations","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","daily_vaccinations_per_million","vaccines","source_name","source_website","dummydelete","max","digits"
"4182",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-07-07,2741251,1526876,1214375,27125,21124,67.16,37.41,29.75,5175,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4183",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-07-09,2792456,1543689,1248767,NA,22752,68.41,37.82,30.59,5574,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4184",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-07-10,2814234,1550632,1263602,21778,21415,68.95,37.99,30.96,5247,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4185",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-07-11,2817143,1552689,1264454,2909,21119,69.02,38.04,30.98,5174,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4186",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-07-12,2833080,1557706,1275374,15937,20795,69.41,38.16,31.25,5095,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4187",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-07-13,2848709,1562081,1286628,15629,19226,69.79,38.27,31.52,4710,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4188",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-07-14,2870866,1569371,1301495,22157,18516,70.34,38.45,31.89,4536,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4189",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-07-16,2906350,1584407,1321943,NA,16271,71.21,38.82,32.39,3986,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4190",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-07-17,2915530,1588753,1326777,9180,14471,71.43,38.92,32.51,3545,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4191",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-07-18,2917001,1589579,1327422,1471,14265,71.47,38.94,32.52,3495,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4192",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-07-19,2930768,1593590,1337178,13767,13955,71.8,39.04,32.76,3419,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4193",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-07-20,2948798,1599146,1349652,18030,14298,72.25,39.18,33.07,3503,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4194",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-07-21,2965335,1604513,1360822,16537,13496,72.65,39.31,33.34,3307,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4195",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-07-22,2980716,1610989,1369727,15381,13158,73.03,39.47,33.56,3224,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4196",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-07-23,2997335,1617306,1380029,16619,12998,73.43,39.62,33.81,3184,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4197",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-07-25,3008752,1620439,1388313,NA,13107,73.71,39.7,34.01,3211,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4198",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-07-26,3018451,1623475,1394976,9699,12526,73.95,39.77,34.18,3069,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4199",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-07-27,3031563,1628084,1403479,13112,11824,74.27,39.89,34.39,2897,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4200",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-07-28,3042701,1632151,1410550,11138,11052,74.55,39.99,34.56,2708,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4201",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-07-30,3068657,1643402,1425255,NA,10189,75.18,40.26,34.92,2496,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4202",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-07-31,3078364,1646466,1431898,9707,10760,75.42,40.34,35.08,2636,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4203",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-08-01,3080719,1647156,1433563,2355,10281,75.48,40.36,35.12,2519,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4204",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-08-02,3091467,1650326,1493859,10748,10431,75.74,40.43,36.6,2556,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4205",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-08-03,3099209,1653601,1498932,7742,9664,75.93,40.51,36.72,2368,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4206",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-08-04,3109586,1656936,1506706,10377,9555,76.18,40.59,36.91,2341,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4207",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-08-05,3110259,1657443,1506924,673,7797,76.2,40.61,36.92,1910,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4208",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-08-06,3118842,1660504,1513106,8583,7169,76.41,40.68,37.07,1756,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4209",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-08-07,3123548,1662342,1516479,4706,6455,76.53,40.73,37.15,1581,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4210",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-08-08,3125230,1663029,1517761,1682,6359,76.57,40.74,37.18,1558,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4211",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-08-09,3131892,1665334,1522586,6662,5775,76.73,40.8,37.3,1415,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4212",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-08-10,3140874,1667896,1529492,8982,5952,76.95,40.86,37.47,1458,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4213",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-08-11,3148900,1671367,1534745,8026,5616,77.15,40.95,37.6,1376,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4214",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-08-12,3157783,1674878,1540880,8883,6789,77.37,41.03,37.75,1663,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4215",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-08-13,3166258,1678479,1546645,8475,6774,77.57,41.12,37.89,1660,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4216",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-08-15,3170096,1679731,1549881,NA,6409,77.67,41.15,37.97,1570,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4217",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-08-16,3176538,1682143,1554491,6442,6378,77.82,41.21,38.08,1563,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4218",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-08-17,3182592,1684554,1558636,6054,5960,77.97,41.27,38.19,1460,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4219",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-08-18,3191520,1688016,1564842,8928,6089,78.19,41.36,38.34,1492,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4220",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-08-19,3200638,1691778,1571296,9118,6122,78.42,41.45,38.5,1500,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4221",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-08-20,3208101,1694827,1576504,7463,5978,78.6,41.52,38.62,1465,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4222",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-08-21,3212084,1697152,1578699,3983,6272,78.7,41.58,38.68,1537,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4223",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-08-22,3212783,1697583,1579035,699,6098,78.71,41.59,38.69,1494,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4224",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-08-23,3219595,1700378,1583703,6812,6151,78.88,41.66,38.8,1507,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4225",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-08-24,3227814,1703929,1589077,8219,6460,79.08,41.75,38.93,1583,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4226",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-08-26,3244822,1712434,1599278,NA,6312,79.5,41.95,39.18,1546,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4227",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-08-27,3253119,1716520,1604377,8297,6431,79.7,42.05,39.31,1576,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4228",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-08-28,3257094,1718925,1606701,3975,6430,79.8,42.11,39.36,1575,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4229",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-08-29,3258375,1719744,1607430,1281,6513,79.83,42.13,39.38,1596,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4230",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-08-30,3264851,1723136,1611262,6476,6465,79.99,42.22,39.48,1584,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4231",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-09-01,3278961,1730522,1619592,NA,6092,80.33,42.4,39.68,1493,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4232",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-09-02,3286459,1734997,1624041,7498,5948,80.52,42.51,39.79,1457,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4233",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-09-03,3293563,1738722,1628334,7104,5778,80.69,42.6,39.89,1416,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4234",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-09-04,3296797,1740837,1630259,3234,5672,80.77,42.65,39.94,1390,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4235",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-09-05,3297256,1741244,1630465,459,5554,80.78,42.66,39.95,1361,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4236",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-09-06,3302352,1744048,1633388,5096,5357,80.91,42.73,40.02,1312,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4237",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-09-08,3314168,1750418,1640053,NA,5030,81.2,42.88,40.18,1232,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4238",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-09-09,3321265,1754731,1643710,7097,4972,81.37,42.99,40.27,1218,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4239",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-09-10,3326927,1757756,1647073,5662,4766,81.51,43.06,40.35,1168,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4240",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-09-11,3330644,1759542,1649627,3717,4835,81.6,43.11,40.42,1185,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4241",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-09-12,3331246,1759871,1650034,602,4856,81.62,43.12,40.43,1190,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4242",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-09-13,3335991,1762738,1652731,4745,4806,81.73,43.19,40.49,1177,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4243",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-09-14,3341864,1766447,1655970,5873,4801,81.88,43.28,40.57,1176,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4244",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-09-15,3348958,1770818,1659728,7094,4970,82.05,43.38,40.66,1218,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4245",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-09-16,3356659,1775653,1663891,7701,5056,82.24,43.5,40.77,1239,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4246",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-09-17,3364565,1780180,1668319,7906,5377,82.43,43.61,40.87,1317,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4247",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-09-18,3368323,1782472,1670626,3758,5383,82.52,43.67,40.93,1319,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4248",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-09-19,3369026,1782796,1671137,703,5397,82.54,43.68,40.94,1322,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4249",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-09-20,3374095,1785666,1674087,5069,5443,82.66,43.75,41.01,1334,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4250",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-09-21,3380570,1789718,1677846,6475,5529,82.82,43.85,41.11,1355,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4251",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-09-22,3388015,1793806,1682093,7445,5580,83.01,43.95,41.21,1367,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4252",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-09-23,3397030,1799370,1686909,9015,5767,83.23,44.08,41.33,1413,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4253",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-09-24,3404014,1803468,1690798,6984,5636,83.4,44.18,41.42,1381,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4254",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-09-25,3407385,1805370,1693075,3371,5580,83.48,44.23,41.48,1367,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4255",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-09-26,3408049,1805773,1693549,664,5575,83.5,44.24,41.49,1366,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4256",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-09-27,3413174,1808877,1696408,5125,5583,83.62,44.32,41.56,1368,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4257",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-09-28,3419381,1812532,1700089,6207,5544,83.77,44.41,41.65,1358,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4258",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-09-29,3428029,1817444,1705090,8648,5716,83.99,44.53,41.77,1400,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4259",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-09-30,3436799,1822966,1709647,8770,5681,84.2,44.66,41.89,1392,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4260",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-10-02,3447108,1829251,1714992,NA,5675,84.45,44.82,42.02,1390,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4261",89,4081709,"Europe & Central Asia","Southern Europe","Croatia","HRV",2021-10-04,3453133,1832889,1718074,NA,5708,84.6,44.91,42.09,1398,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.koronavirus.hr",1,42.51,0
"4262",75,11317685,"Latin America & Caribbean","Caribbean","Cuba","CUB",2021-05-31,2037745,1185218,147135,NA,NA,18.01,10.47,1.3,NA,"Abdala, Soberana02","Ministry of Health","https://salud.msp.gob.cu/actualizacion-de-la-vacunacion-en-el-marco-de-los-estudios-de-los-candidatos-vacunales-cubanos-y-la-intervencion-sanitaria/",1,50.98,0
"4263",75,11317685,"Latin America & Caribbean","Caribbean","Cuba","CUB",2021-06-01,2223826,1304698,148738,186081,186081,19.65,11.53,1.31,16442,"Abdala, Soberana02","Ministry of Health","https://salud.msp.gob.cu/actualizacion-de-la-vacunacion-en-el-marco-de-los-estudios-de-los-candidatos-vacunales-cubanos-y-la-intervencion-sanitaria/",1,50.98,0
"4264",75,11317685,"Latin America & Caribbean","Caribbean","Cuba","CUB",2021-06-02,2408135,1431827,150897,184309,185195,21.28,12.65,1.33,16364,"Abdala, Soberana02","Ministry of Health","https://salud.msp.gob.cu/actualizacion-de-la-vacunacion-en-el-marco-de-los-estudios-de-los-candidatos-vacunales-cubanos-y-la-intervencion-sanitaria/",1,50.98,0
"4265",75,11317685,"Latin America & Caribbean","Caribbean","Cuba","CUB",2021-06-03,2592575,1558013,154116,184440,184943,22.91,13.77,1.36,16341,"Abdala, Soberana02","Ministry of Health","https://salud.msp.gob.cu/actualizacion-de-la-vacunacion-en-el-marco-de-los-estudios-de-los-candidatos-vacunales-cubanos-y-la-intervencion-sanitaria/",1,50.98,0
"4266",75,11317685,"Latin America & Caribbean","Caribbean","Cuba","CUB",2021-06-04,2734854,1668071,156579,142279,174277,24.16,14.74,1.38,15399,"Abdala, Soberana02","Ministry of Health","https://salud.msp.gob.cu/actualizacion-de-la-vacunacion-en-el-marco-de-los-estudios-de-los-candidatos-vacunales-cubanos-y-la-intervencion-sanitaria/",1,50.98,0
"4267",75,11317685,"Latin America & Caribbean","Caribbean","Cuba","CUB",2021-06-05,2844682,1745588,157625,109828,161387,25.14,15.42,1.39,14260,"Abdala, Soberana02","Ministry of Health","https://salud.msp.gob.cu/actualizacion-de-la-vacunacion-en-el-marco-de-los-estudios-de-los-candidatos-vacunales-cubanos-y-la-intervencion-sanitaria/",1,50.98,0
"4268",75,11317685,"Latin America & Caribbean","Caribbean","Cuba","CUB",2021-06-06,2882587,1772586,157637,37905,140807,25.47,15.66,1.39,12442,"Abdala, Soberana02","Ministry of Health","https://salud.msp.gob.cu/actualizacion-de-la-vacunacion-en-el-marco-de-los-estudios-de-los-candidatos-vacunales-cubanos-y-la-intervencion-sanitaria/",1,50.98,0
"4269",75,11317685,"Latin America & Caribbean","Caribbean","Cuba","CUB",2021-06-07,2946572,1810895,173704,63985,129832,26.04,16,1.53,11472,"Abdala, Soberana02","Ministry of Health","https://salud.msp.gob.cu/actualizacion-de-la-vacunacion-en-el-marco-de-los-estudios-de-los-candidatos-vacunales-cubanos-y-la-intervencion-sanitaria/",1,50.98,0
"4270",75,11317685,"Latin America & Caribbean","Caribbean","Cuba","CUB",2021-06-08,3016266,1833775,213372,69694,113206,26.65,16.2,1.89,10003,"Abdala, Soberana02","Ministry of Health","https://salud.msp.gob.cu/actualizacion-de-la-vacunacion-en-el-marco-de-los-estudios-de-los-candidatos-vacunales-cubanos-y-la-intervencion-sanitaria/",1,50.98,0
"4271",75,11317685,"Latin America & Caribbean","Caribbean","Cuba","CUB",2021-06-09,3128573,1845189,307667,112307,102920,27.64,16.3,2.72,9094,"Abdala, Soberana02","Ministry of Health","https://salud.msp.gob.cu/actualizacion-de-la-vacunacion-en-el-marco-de-los-estudios-de-los-candidatos-vacunales-cubanos-y-la-intervencion-sanitaria/",1,50.98,0
"4272",75,11317685,"Latin America & Caribbean","Caribbean","Cuba","CUB",2021-06-10,3272579,1884592,406973,144006,97143,28.92,16.65,3.6,8583,"Abdala, Soberana02","Ministry of Health","https://salud.msp.gob.cu/actualizacion-de-la-vacunacion-en-el-marco-de-los-estudios-de-los-candidatos-vacunales-cubanos-y-la-intervencion-sanitaria/",1,50.98,0
